thread_id,brand,customer_tweet_id,customer_text,gold_reply,created_at
uber_16931,Uber_Support,16931,".@119720 this driver called as soon as he was booked to ask me where I was going. I told him I put it in the app. He then YELLED ""Where are you going?"" I repeated my answer and he hung up on me. That was six minutes ago and he hasn't moved since. #waitinggame #IAD https://t.co/pMyyYZaWyo",@119718 Here to help. Send us a note at https://t.co/e8HVorX5rh so our team can connect.,Wed Nov 01 03:45:33 +0000 2017
uber_16933,Uber_Support,16933,My Uber driver ran two ref lights and is listening to talk radio,@119721 We take this very seriously. Please send us a direct message with your email address so we can connect ASAP.,Wed Nov 01 02:51:51 +0000 2017
uber_16935,Uber_Support,16935,@Uber_Support I then see him ignoring my calls! I cancel ride &amp; I get charged £5! Unbelievable! I nearly missed my train to airport because of this! 2/2,@119722 Sorry to hear about that! Please contact us via https://t.co/h840Iouehc so our team can further assist.,Wed Nov 01 03:53:20 +0000 2017
uber_17269,Uber_Support,17269,"After entering a destination&amp;getting a calculated fare,imagine my surprise when I was charged 100% MORE than that.Will never use @115873 again",@119800 Here to help! Please send us a DM with your email address and more details about this fare so our team can connect.,Wed Nov 01 04:22:21 +0000 2017
uber_17274,Uber_Support,17274,@115873 Can you create a demo mode in the app or on web so that we can teach our parents &amp; elderly how to request a ride for themselves.,@119802 Here to help! Please reach out to https://t.co/QDn91HzZV0 and fill out the 4 boxes at the bottom so we can get in touch.,Wed Nov 01 04:25:52 +0000 2017
uber_17277,Uber_Support,17277,"Lost my phone in Uber. Driver who assured me of giving back does not pick my calls. Uber says keep trying, we won't do much @Uber_Support",@119803 We've followed up via DM!,Wed Nov 01 03:44:42 +0000 2017
uber_17281,Uber_Support,17281,Some epic shit from @115873 Driver cancelled but you'll be charged cancellation anyway. Ugh. Have some shame. https://t.co/C0pW5hN45L,@119805 Here to help. Send us a note at https://t.co/e8HVorX5rh so our team can connect.,Wed Nov 01 04:20:21 +0000 2017
uber_17283,Uber_Support,17283,"At this rate, my food will be cold when it arrive! @115873 @115877 And I ordered noodles with soup. URGH! 😡 https://t.co/0HPP2B9KGW",@119806 Here to help! Send us a note here https://t.co/ptj11JUNYu so we can further assist.,Wed Nov 01 04:10:24 +0000 2017
uber_17285,Uber_Support,17285,@115873 still outside in the cold waiting after 24 minutes. I’m trying to give y’all the benefit of the doubt. But y’all won’t let me cancel,"@119807 Sorry for the trouble! Send us a note here, https://t.co/593jusCquh, and our team will follow up.",Wed Nov 01 04:18:21 +0000 2017
uber_17288,Uber_Support,17288,A drunk driver just demolished my @115873 ... #HappyBirthday,@119808 We hope everyone is ok. Please DM us your email address and additional details so we can follow up immediately.,Wed Nov 01 04:10:33 +0000 2017
uber_17690,Uber_Support,17690,@Uber_Support Not happy with @115873 in disabling my 2 daughters uber account that was on my family account.,@119910 We've received your DM and a member of our team has reached out. Please review your messages for our response.,Wed Nov 01 06:05:50 +0000 2017
uber_17691,Uber_Support,17691,@Uber_Support Still having issues with the Family account...see my DM,@119910 Thank you for reaching out. We've received your DMs and will be following up shortly.,Wed Nov 01 04:48:49 +0000 2017
uber_17694,Uber_Support,17694,@119912 @Uber_Support What the? What the? I didn’t know that. Is this also on iOS?,@119911 Here to help! Connect with us through https://t.co/zUe0dj6yoX and we'll be in touch.,Wed Nov 01 04:47:13 +0000 2017
uber_17698,Uber_Support,17698,@119911 @115873 Silently they will get into our phone and turn on microphone whenever they want to listen.,@119912 So sorry about the trouble! Please send us a DM with your email address and more details so we can connect.,Tue Oct 31 12:16:16 +0000 2017
uber_17701,Uber_Support,17701,@Uber_Support I changd my country in Uber profile to CA. I stil keep getin bombarded with promotions from India. Shall I create new account?,@119913 Hi there! Please reach out to https://t.co/SjsQQ8ofRq and fill out the boxes at the bottom so we can get in touch.,Wed Nov 01 04:48:12 +0000 2017
uber_17703,Uber_Support,17703,@Uber_Support I am not able to get service in my region while my brothers app is wrking jst f9. Booking from BLR,@119914 Here to help! Send us a note at https://t.co/xMxswVLBKT so our team can connect right away.,Wed Nov 01 04:47:50 +0000 2017
uber_17706,Uber_Support,17706,@Uber_Support I need your help. I have an unauthorized charge on my card from your company. Please help,"@119915 Here to help! Send us a note here, https://t.co/dInR3racif, and our team will follow up.",Wed Nov 01 04:42:51 +0000 2017
uber_17931,Uber_Support,17931,"ShareService, OLA is awesome but UBER is worst, waist, Fu*** @1142 @1143 @115873 @Uber_Support @119977 @1144 @1145",@119976 Here to help! Connect with us through https://t.co/zUe0dj6yoX and we'll be in touch.,Wed Nov 01 04:59:09 +0000 2017
uber_17935,Uber_Support,17935,when you use @115877 for the first time and your order gets canceled and you still get charged!! nice!!,@119978 We're sorry to hear this. Can you please send us a DM with your email address so we can look into this?,Wed Nov 01 05:08:49 +0000 2017
uber_17938,Uber_Support,17938,@Uber_Support my driver went 10 minutes out of the way adding more money to my ride than it was originally,@119979 Here to help! Contact us here; https://t.co/y4EDPcVZOI so we can take a closer look.,Wed Nov 01 05:10:27 +0000 2017
uber_17940,Uber_Support,17940,@115873 wtf is this busy area charge on UberEATS. Could get two big Mac meals instead of one with,@119980 Here to help! For more info please visit; https://t.co/In8qpo7J2C,Wed Nov 01 05:03:30 +0000 2017
uber_17942,Uber_Support,17942,"Dear @115873 your password reset process is not user friendly, tried hard but couldn't go through. User: Majeed Malla Reg. No: 8699221685",@119981 We apologize for the trouble! Please contact us via https://t.co/7NEPYnmuMH so our team can connect.,Wed Nov 01 05:04:20 +0000 2017
uber_17944,Uber_Support,17944,"@119983 @115873 i don't get this! You send me promo codes every week, but you don't want me to use them.. #UberBeyondLogic https://t.co/qy8uoCWTIe","@119982 We're here to help, Kush! Send us a DM with your email address so we can follow up.",Wed Nov 01 04:58:43 +0000 2017
uber_18211,Uber_Support,18211,"@Uber_Support My contact no. for that account is 9541243687, first booking almost waste my 35 mins, and if I book second one",@120042 Thank you for getting back to us. We're going to need more room. Please send us a DM here; https://t.co/sd7yH5jmbJ,Wed Nov 01 05:24:12 +0000 2017
uber_18212,Uber_Support,18212,"@115873 still it ask me to pay to next driver, why I have to pay, and it wasted around my 1 hour and you asshole will just say sorry for this",@120042 Please DM us your email so we can take a deeper look.,Wed Nov 01 05:20:13 +0000 2017
uber_18215,Uber_Support,18215,@120044 Nice to see @115873 is also as dumb as liberal America.,@120043 Here to help! Connect with us through https://t.co/zUe0dj6yoX and we'll be in touch.,Wed Nov 01 05:24:27 +0000 2017
uber_18218,Uber_Support,18218,@Uber_Support: my account __email__. I'm not sure what happened the app came on and offered me affair when I wasn't working,"@120045 Here to help! Send us a note here, https://t.co/n6ZEHTMzP2, and our team will follow up.",Wed Nov 01 05:08:34 +0000 2017
uber_18220,Uber_Support,18220,"@115873 @Uber_Support Incorrect cancellation fee charged driver cancelled my ride, tried to contact his no was nt rechble reg no +919004341358 https://t.co/3bfUDf07sa",@120046 Here to help. Send us a note at https://t.co/e8HVorX5rh so our team can connect.,Wed Nov 01 05:13:53 +0000 2017
uber_18222,Uber_Support,18222,"@115873 very worst service, drivers are too assholes, they cancel rides themselves and app ask us to pay...",@120042 We're sorry to hear this was your experience. Contact us via https://t.co/e8HVorX5rh and we'll be in touch.,Wed Nov 01 05:10:13 +0000 2017
uber_18427,Uber_Support,18427,@Uber_Support I just did 5 minutes ago,@120095 We're here to help! Send us a DM with your email address so we can assist.,Wed Nov 01 05:37:22 +0000 2017
uber_18429,Uber_Support,18429,@115873 hi I was incorrectly charged 3 times the quoted price for my Uber pool. Can I get a refund &amp; join the ride pass program?,@120095 We can take a look! Send us a note via https://t.co/rkdKXGV1hT so our team can get in touch.,Wed Nov 01 05:33:29 +0000 2017
uber_18431,Uber_Support,18431,"Hey @115873 your driver dropped me off then backed into my retainer wall before speeding off. What gives, man? WHAT GIVES, MAN?!?!!",@120096 Here to help! Please send us a note at https://t.co/fS660rQ8NQ and we'll be happy to look into this for you.,Wed Nov 01 05:29:29 +0000 2017
uber_18433,Uber_Support,18433,"Hello @Uber_Support, why do I get charged for cancelling my order while ive waited for too long for your driver to arrive?!!!!",@120097 Here to help! Send us a note via https://t.co/h840Iouehc so our team can connect.,Wed Nov 01 05:38:13 +0000 2017
uber_18435,Uber_Support,18435,"@Uber_Support Thanks, I have just done this. Is there a way to lock the account to ensure that my banking details are secure?","@120098 Happy to further assist you, Jenna! Send us a DM with your email address so we can follow up.",Wed Nov 01 05:45:40 +0000 2017
uber_18436,Uber_Support,18436,.@Uber_Support - someone is trying to hack my account. I have been sent 11 verification codes that I didn't request. Can you please help?,@120098 Happy to take a closer look. Connect with us through https://t.co/kGIXas5Cxg and we'll be in touch.,Wed Nov 01 05:30:49 +0000 2017
uber_18439,Uber_Support,18439,@Uber_Support why it's not possible to choice pick up location with pin point? Auto location is constantly wrong :(,@120099 We're here to help! Send us a DM with your email address so we can connect.,Wed Nov 01 05:26:57 +0000 2017
uber_18441,Uber_Support,18441,Hey excuse me @115873 wtf is a “country code”,@120100 We can take a look! Send us a note via https://t.co/QDn91HzZV0 so our team can get in touch.,Wed Nov 01 05:29:12 +0000 2017
uber_18443,Uber_Support,18443,@Uber_Support Yall respond on here faster then y'all do via app. I now have charges equaling up to 286$ for rides I did not take. Ywould I uber to Macon?,@120101 Here to further assist you! Send us a DM with your email address so we can follow up.,Wed Nov 01 11:42:47 +0000 2017
uber_18444,Uber_Support,18444,Bru @115873 why tf would I spend 146$ on a uber ride ?! I kould go get a rental for da day with dat bullshit !,@120101 We'll take a look! Kindly send us a note via https://t.co/6IqAxVj2X4 so our team can connect.,Wed Nov 01 03:45:43 +0000 2017
uber_18735,Uber_Support,18735,when you use @115877 and get like 43% of what you ordered.,@120178 Here to help! Send us a note at https://t.co/ZFaWy0Lkdu so our team can connect right away.,Wed Nov 01 05:49:34 +0000 2017
uber_18737,Uber_Support,18737,CAN YOU ORDER ALCOHOL FROM UBER EATS ??,"@120179 For more info about sale of alcohol in UberEats, click here; https://t.co/UN59aWhdgb",Wed Nov 01 05:53:30 +0000 2017
uber_18739,Uber_Support,18739,@Uber_Support I followed up as you suggested and I'm not getting any satisfaction. They just get me the stock answer over and and I followed your protocol,"@120180 Hi, Russell. We've gone ahead and followed up with your support inquiry. Please review our response in-app or via email.",Wed Nov 01 05:34:28 +0000 2017
uber_18741,Uber_Support,18741,@Uber_Support I just had another problem with an uberpool cancellation. There's a glitch in the app.,@120180 Here to help! Follow up here; https://t.co/6PbY19yIs0 and our team will connect right away.,Tue Oct 31 21:43:35 +0000 2017
uber_18743,Uber_Support,18743,@115873 and @1143 please train your drivers to use low beams while driving in the city. All your cabbies use high beams which is damaging.,@120181 Here to help! Connect with us through https://t.co/zUe0dj6yoX and we'll be in touch.,Wed Nov 01 05:49:24 +0000 2017
uber_18745,Uber_Support,18745,"So my @115873 driver started the ride without me in the car today. When I called him, he said ""it just did that"" 1/n",@120182 Our team is reviewing your email now and will be in touch. We appreciate your patience!,Wed Nov 01 05:44:10 +0000 2017
uber_18747,Uber_Support,18747,"@115877 and @McDonalds y'all mess my order up so often! If I order a tote of Cookies and a single cookie comes, you got an issue.",@120183 Here to help. Send us a note at https://t.co/Tq0sPMsSdu so our team can connect.,Wed Nov 01 05:41:37 +0000 2017
uber_18987,Uber_Support,18987,@Uber_Support Better give me a bangalore assistant,@120233 Happy to further assist you! Send us a DM with your email address so we can follow up.,Wed Nov 01 06:10:14 +0000 2017
uber_18989,Uber_Support,18989,"@Uber_Support hello,Don't you have any customer care contact to talk to your executives","@120233 Here to help! At this moment, we don't offer phone support. Visit this link https://t.co/balq3Eyso6 so our team can assist.",Wed Nov 01 06:00:10 +0000 2017
uber_18991,Uber_Support,18991,"@Uber_Support i left a message, can someone PLEASE contact me now? i lost my train ticket home and my passport",@120234 Thanks for your patience! Requests are responded to in the order they're received. We'll follow up with you soon to help with this.,Wed Nov 01 06:17:18 +0000 2017
uber_18992,Uber_Support,18992,@Uber_Support I THINK I LEFT A BAG IN AN UBER PLEAS EHELP ME,@120234 Here to help! Send us a note at https://t.co/rOtqyWzf0B so our team can connect right away.,Wed Nov 01 06:10:17 +0000 2017
uber_18995,Uber_Support,18995,@Uber_Support absolute shambles this morning. Waited for a car and it went from 11 mins away to 4 mins away and then just cancelled 1/2,"@120235 Sorry for the trouble! Send us a note here, https://t.co/593jusCquh, and our team will follow up.",Wed Nov 01 06:09:10 +0000 2017
uber_18997,Uber_Support,18997,@Uber_Support why i am getting this error when adding new master card in payment method.. https://t.co/CZ7VqVxKCT,@120236 Here to help! Send us a note at https://t.co/yqIhbGRNqi so our team can connect right away.,Wed Nov 01 06:02:15 +0000 2017
uber_18999,Uber_Support,18999,I have been charged toll tax by Driver. Asked for cash but these people are not ready to verify with driver. @Uber_Support @390 https://t.co/stcBLqIzKN,"@120237 We're here to help, Avtansh! Send us a DM with your email address so we can follow up.",Wed Nov 01 06:05:10 +0000 2017
uber_19002,Uber_Support,19002,Why does it take more than 24hours to seek help @115873 what ever happened to being responsive 🤔 #overcharged #noresponse #CUSTOMERSERVICEFAIL,@120238 Happy to further assist you. Can you please send us a DM with your email address and additional details?,Wed Nov 01 06:02:13 +0000 2017
uber_19004,Uber_Support,19004,#uber charging GST before discount?? This is not correct. @115873 https://t.co/aiHOan9eBG,"@120239 Here to help! Send us a note here, https://t.co/1xM0TILvAI, and our team will follow up.",Wed Nov 01 05:55:22 +0000 2017
uber_19220,Uber_Support,19220,@Uber_Support This hardly helps.,@120267 Hi there! Send us a DM with your email address so we can assist.,Wed Nov 01 06:29:02 +0000 2017
uber_19221,Uber_Support,19221,"@Uber_Support Overcharged on my ride yesterday. The driver took the longest route for no reason. Estimated was ₹232, actual is ₹340",@120267 Here to help! Please send us a note via https://t.co/y4EDPcVZOI so our team can connect.,Wed Nov 01 06:24:34 +0000 2017
uber_19224,Uber_Support,19224,"@Uber_Support I’m a driver, haven’t had any pick ups yet",@120268 Sorry for the confusion! You can use this link instead; https://t.co/77nJ7fXUyU You can also DM us with your email address so we can assist!,Wed Nov 01 06:25:54 +0000 2017
uber_19225,Uber_Support,19225,@Uber_Support I need login help,@120268 Let's look into that! Send us a note at https://t.co/Md7v036OoC so our team can connect.,Wed Nov 01 06:18:05 +0000 2017
uber_19230,Uber_Support,19230,To the @115873 driver who has been 2mins away for over 15mins. I hope you battled a dragon to get to me.,@120269 Here to help! Send us a note at https://t.co/e8HVorX5rh so our team can connect right away.,Wed Nov 01 06:04:00 +0000 2017
uber_19232,Uber_Support,19232,Ordered 30$ worth of food @115877 and got tiny portion. Order more food thru them but diff place. Order was cancelled for no reason? wtf?,@120270 We're here to help! Send us a DM with your email address so we can connect.,Wed Nov 01 06:13:08 +0000 2017
uber_19234,Uber_Support,19234,@Uber_Support i was charged RS 22.67 extra for sucharges &amp; fees .i was overcharged. i have mail 2 time noreply from your side. Did not halt?,@120271 We're here to help! Send us a DM with your email address so we can follow up.,Wed Nov 01 06:16:22 +0000 2017
uber_19532,Uber_Support,19532,A total joke by @115873 for charging me $150 for cleaning out of nowhere. I did not carry any liquid on to this car. @120329 @120330 https://t.co/OrFzpzENYo,@120328 Here to help! Send us a note via https://t.co/k0r0Fj18wo to assist you further.,Wed Nov 01 06:42:35 +0000 2017
uber_19534,Uber_Support,19534,@115877 keeps getting my order wrong and there is no number to call customer service? #terrible I won't use this service again.,"@120331 Sorry for the trouble! Send us a note here, https://t.co/Tq0sPMsSdu, and our team will be in touch.",Wed Nov 01 06:39:25 +0000 2017
uber_19536,Uber_Support,19536,@Uber_Support why does 1 in 4 Uber’s call me to ask where I’m going then cancel? https://t.co/BQ9LxPPsxl,@120332 Here to help! Send us a note via https://t.co/593jusCquh to assist you further.,Wed Nov 01 06:35:20 +0000 2017
uber_19538,Uber_Support,19538,@115873 I'm stuck in a car with a drunk driver who refuses to pull over. Your app has no options for this.,@120333 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,Wed Nov 01 06:30:11 +0000 2017
uber_19540,Uber_Support,19540,"@Uber_Support Your support sucks. I DMed you guys for help and you forwarded me to your help page, but if you read my DM you would see I can't even login.",@120334 Here to help. A member of our team has followed up via DM.,Wed Nov 01 06:28:50 +0000 2017
uber_19758,Uber_Support,19758,@115873 @Uber_Support give me 1 rsn why shud i pay for a cancelling fee when driver is at same point for 15mins and waiting for me to cancel https://t.co/Nt9vu2Pxyy,"@120335 Here to help! Send us a note here, https://t.co/h840Iouehc, and our team will follow up.",Wed Nov 01 06:21:52 +0000 2017
uber_19761,Uber_Support,19761,Can not stand @115873 and how many of their drivers try and scam me off the books 😡😡😡,@120336 Happy to help. Please send us a DM of the email address connected to your account and more details so we can further assist.,Wed Nov 01 06:21:01 +0000 2017
uber_19763,Uber_Support,19763,"@Uber_Support Dear Team, We moved to US from India(Hyderabad)but still I receive the coupons with respect to Hyd.Pls do the needful",@120337 Here to help. Send us a note at https://t.co/QDn91HzZV0 so our team can connect.,Wed Nov 01 06:30:52 +0000 2017
uber_19765,Uber_Support,19765,@Uber_Support So the answer would also be specific!,@120338 We've followed up via DM!,Wed Nov 01 06:14:05 +0000 2017
uber_19770,Uber_Support,19770,@Uber_Support I have uploaded my issue and would need a response urgently!,@120338 Happy to help! Send us a DM with your email address and our team will follow up.,Tue Oct 31 18:53:58 +0000 2017
uber_19772,Uber_Support,19772,@Uber_Support Paytm wallet in Paytm app and in uber app don't show the same balance. Can't use my own money.,"@120338 Let's look into this, Shraddha. Please reach out at https://t.co/OhfgxSAY58, and a member of our team will be in touch.",Tue Oct 31 18:48:42 +0000 2017
uber_20055,Uber_Support,20055,@115873 charged me $150 without asking me what happened. Bodily fluids? Excuse me? This is an insult. Any way to file a lawsuit? https://t.co/hclxTNR47z,@120328 We're here to help! Send us a DM with your email address so we can connect.,Wed Nov 01 06:49:24 +0000 2017
uber_20058,Uber_Support,20058,@Uber_Support get yo mans this is unsafe and i’m pissed as hell,"@120408 We can absolutely follow up, Dani! Can you please send us a note via https://t.co/IeSxT5cVHC?",Wed Nov 01 06:55:15 +0000 2017
uber_20061,Uber_Support,20061,@115877 in India Ubereats doesn't value loyal customer The rates are much higher even when the restaurant is having 20% on other websites,@120409 That doesn't sound right. Can you please send us a DM and more info so we can look into this?,Wed Nov 01 06:50:20 +0000 2017
uber_20063,Uber_Support,20063,@Uber_Support Wrost service ever unwanted charges and unexpactable behaviour Driver denined for ride request n siad no booking is there,"@120410 Here to help! Follow up here; https://t.co/SjsQQ8ofRq, and our team will connect right away.",Wed Nov 01 06:49:44 +0000 2017
uber_20067,Uber_Support,20067,@Uber_Support Therefore i prefer taking @1318 these days,@120411 Here to help! Send us a message here; https://t.co/e8HVorX5rh so we can assist.,Wed Nov 01 06:50:40 +0000 2017
uber_20071,Uber_Support,20071,Hey @Uber_Support I've got appointments over the next 2 weeks. May I please have more discount luv (50% off). You're the best. @115873 https://t.co/ibhZTyhaJY,@120412 Not at the moment! But you can always share your referral code with friends so you can rack up free rides when they sign up.,Wed Nov 01 06:43:40 +0000 2017
uber_20073,Uber_Support,20073,You don’t know true heartbreak until @115877 cancels your order,"@120413 Sorry for the trouble! Send us a note here, https://t.co/4cZy0lb3w1, and our team will be in touch.",Wed Nov 01 06:49:27 +0000 2017
uber_20075,Uber_Support,20075,"@Uber_Support How is a blind person supposed to contact uber if they have left something in a car, no phone for you or anything",@120414 Here to help! Get in contact with your driver here: https://t.co/rOtqyWzf0B,Wed Nov 01 06:49:43 +0000 2017
uber_20077,Uber_Support,20077,@Uber_Support Leave it I don't have that much time to wait for you resolution on the way to office now. Simple if it will work people use it else options.,@120415 Here to help! Send us a DM with your email address so we can assist.,Wed Nov 01 06:49:00 +0000 2017
uber_20079,Uber_Support,20079,@1285 what happen today not able to connect with uber network. @115873 @Uber_Support https://t.co/JeVHKfKRqV,@120415 Here to help! Send us a note at https://t.co/u3MyknJaaN so our team can connect right away.,Wed Nov 01 06:30:47 +0000 2017
uber_20084,Uber_Support,20084,@Uber_Support it's been 3 days after several reminders.....no one is replying...when it comes to refund...Uber support is vanished.... https://t.co/MJeuT1clHg,@120416 We can definitely take a closer look! Please send us a DM with your email address so we can connect.,Wed Nov 01 06:38:50 +0000 2017
uber_20502,Uber_Support,20502,@Uber_Support check direct message asap please,"@120478 Happy to help! Send us a note here, https://t.co/oEOANqFpjc, and our team will follow up.",Wed Nov 01 07:05:41 +0000 2017
uber_20064,Uber_Support,20064,@Uber_Support Now onward i am goint to boycott uber for forever Its 10th time i have charged cancelation fee bcz of uber drives,@120410 Here to help! Please send us a DM with your email address and phone number so we can assist further.,Wed Nov 01 07:05:29 +0000 2017
uber_20506,Uber_Support,20506,"Solid @115873 drivers out here that drive around without their lights on! Not getting in that car, keep up the good work gang.",@120479 We're here to help! Send us a DM with your email address so we can connect.,Wed Nov 01 07:07:51 +0000 2017
uber_20508,Uber_Support,20508,@Uber_Support @115873 @116276 I'm sorry to say this but unfortunately there hasn't been anyone frm ur side connecting wt me fr the issue. Disgusting,@120480 Hello! Thanks for your patience. Please check your DM for our reply.,Wed Nov 01 07:00:43 +0000 2017
uber_20510,Uber_Support,20510,@Uber_Support @115873 @116276 Your sorries won't get back the opportunity I lost due to late arrival. Disgusting.,"@120480 Hey, Mun. It looks like a member of our team has been in touch through in-app support. Please follow up there to view our response.",Wed Nov 01 06:47:06 +0000 2017
uber_20515,Uber_Support,20515,@116276 @115873 @Uber_Support No fucking immediate custmr support team.. No quick response.. Nothing,"@120480 Hi, we're sorry to hear about what happened. Please send us a note directly so we may follow up with you on this: https://t.co/XijNMfvSmO.",Wed Nov 01 06:09:16 +0000 2017
uber_20520,Uber_Support,20520,@115873 irresponsible rude way of handling customer complaints. point blank answers we cannot help. Uber cheating users for double payments.,@120481 We're here to help! Send us a DM with your email address so we can connect.,Wed Nov 01 06:55:24 +0000 2017
uber_20776,Uber_Support,20776,@Uber_Support @120545 Uber Australia. I need some help from an uber driver,@120550 Hi there! We're here to help. Can you please provide more details of what the specific issue is? From there we'll be able to assist further.,Wed Nov 01 12:26:21 +0000 2017
uber_20778,Uber_Support,20778,"@Uber_Support @120545 , email - __email__","@120545 Hi, Udayan. We're currently reviewing your email and will be in touch shortly. We appreciate your patience!",Wed Nov 01 07:26:02 +0000 2017
uber_20786,Uber_Support,20786,"@115873 I raised one complaint yesterday, yet no action. Ur driver is rude, threaten me in mid journey and u do nothing...",@120545 Sorry about the trouble! Please send us a DM with your email address and more details so we can connect.,Wed Nov 01 07:17:49 +0000 2017
uber_20788,Uber_Support,20788,@115873 the driver charged extra Rs.100 as mountain charges . Next Uber driver that is illegal. Please refund,@120552 Here to help! Send us a note at https://t.co/1xM0TILvAI so our team can connect right away.,Wed Nov 01 07:16:22 +0000 2017
uber_20790,Uber_Support,20790,"@Uber_Support hi, I’m getting the same response to my support query from 2 different ‘agents’. Would at least expect some ‘understanding’.",@120553 Hi Kanav! Please send us a DM of the email address connected to your account and more details so we can further assist.,Wed Nov 01 07:19:15 +0000 2017
uber_21111,Uber_Support,21111,@Uber_Support hallo I booked an uber and the driver kept lying to me so 45minutes later I asked him to cancel the trip and he did. He..,@120622 Here to help! Send us a note at https://t.co/e8HVorX5rh so our team can connect right away.,Wed Nov 01 07:29:34 +0000 2017
uber_21590,Uber_Support,21590,@115873 Hello How can I delete Visa card from my account ?! https://t.co/OV0t6Wn2ks,@120702 Here to help! For more info please visit this link....https://t.co/h7farn5v7m,Wed Nov 01 07:46:40 +0000 2017
uber_21592,Uber_Support,21592,I've literally had 3 fucking @115873 's cancel on me because THEY don't know how to fucking drive in New Orleans. If you can't find your way around don't fucking drive for uber.,@120703 Sorry about the trouble! Please send us a DM with your email address and more details so we can connect.,Wed Nov 01 07:44:34 +0000 2017
uber_21594,Uber_Support,21594,@Uber_Support is the link broken? i can't sign in..,@120704 It seems a member of our team has reached out to you. Please check your email and follow up with them there.,Wed Nov 01 23:37:19 +0000 2017
uber_21598,Uber_Support,21598,@Uber_Support hahaha i've checked my email just now.. havent received any from uber.. please resend ya.. my email: __email__,@120704 Sorry for the confusion. We've followed up with the email address linked to your Uber account. Please reach out to us there.,Thu Nov 02 14:11:06 +0000 2017
uber_21600,Uber_Support,21600,"@Uber_Support aik?? recently i was informed due to many accounts, uber focussed to my email (__email__) and uber terminated my other acc..","@120704 We can confirm we have followed up with the email address linked to your account. You can also see our messages via the ""Your Trips"" tab.",Thu Nov 02 15:03:07 +0000 2017
uber_21596,Uber_Support,21596,"@Uber_Support Hi. My driver didn't show up. But in the app, it shows that I'm on my way to my destination. Clear this out for me please.",@120704 Let's look into that! Send us a note at https://t.co/e8HVorX5rh so our team can connect.,Wed Nov 01 07:45:49 +0000 2017
uber_21604,Uber_Support,21604,@Uber_Support And the driver doesn't allow us to take even two bags..,"@120705 Happy to help! Send us a note here, https://t.co/iOszeeHZhQ, and our team will follow up.",Wed Nov 01 07:45:02 +0000 2017
uber_21607,Uber_Support,21607,@Uber_Support do you have services for differently abled in Mumbai,"@120706 Here to help! For more info about UberAssist, visit this link; https://t.co/7dMSlzpucn.",Wed Nov 01 07:37:20 +0000 2017
uber_21609,Uber_Support,21609,@Uber_Support it’s very complicated hence why I need a phone number. I will be contacting the licensing office in Nottingham if a number isn’t provided,@120707 We'd like to assist but we're going to need you to DM us your account email and the details of the issue before we can follow up.,Wed Nov 01 07:54:18 +0000 2017
uber_21610,Uber_Support,21610,@Uber_Support I’d like to speak to someone about the abusive driver I had,"@120707 Here to further assist you, Reece! Send us a DM with your email address so we can follow up.",Wed Nov 01 07:38:08 +0000 2017
uber_21614,Uber_Support,21614,@115873 Can I have a contact number,"@120707 At this moment, we don't offer phone support for these issues. Please contact us via https://t.co/zUe0dj6yoX so our team can connect.",Wed Nov 01 02:43:08 +0000 2017
uber_21616,Uber_Support,21616,@115873 Disgusting service!!!! My cab got repaired at midnight. Was in car for more that 30 mins. Fare increased. Uber reply- WE UNDERSTAND U.,@120708 Sorry about the trouble! Please send us a DM with your email address and more details so we can connect.,Wed Nov 01 07:39:15 +0000 2017
uber_21979,Uber_Support,21979,@Uber_Support That’s not helping me,"@120785 A team member reached out to you via in app support. You can find this under the ""help"" section of the app. Please follow up there.",Wed Nov 01 08:10:56 +0000 2017
uber_21980,Uber_Support,21980,@Uber_Support you all are pissing me off.,@120785 Happy to further assist you. Can you please send us a DM with your email address and additional details?,Wed Nov 01 07:51:16 +0000 2017
uber_21984,Uber_Support,21984,This is the second time my driver did not match his profile. Would you please start looking to this more seriously? @115873,@120786 Happy to help! Our team is currently reviewing your email and will follow up directly.,Wed Nov 01 07:50:54 +0000 2017
uber_21986,Uber_Support,21986,@Uber_Support When asked to turn the heater on but he replied AC is broken. Seat had dirty spots on the seats. Unprofessional driver and car condition,@120787 Sorry to hear about this. Please send us a note here https://t.co/hZwMZxiam9 so we can look into this.,Wed Nov 01 07:40:20 +0000 2017
uber_21989,Uber_Support,21989,@120788 @Uber_Support I prefer Uber over careem any day but to my luck this uber driver is X-Crm drvr look at his car 🤧😷pic talks more... https://t.co/IZAdQIia00,@120787 We're here to help! Please send us a note via https://t.co/aBEgvdNWQN so we can connect.,Sun Oct 29 11:42:20 +0000 2017
uber_21991,Uber_Support,21991,@118730 Dose Uber Eats need Full G license ?,"@120789 Here to help! Send us a note here, https://t.co/uRjsQ64qLY, and our team will follow up.",Wed Nov 01 07:49:59 +0000 2017
uber_21994,Uber_Support,21994,@Uber_Support Very rude from your customer service to tell me it’s my fault.. the address I had asked was a hotel the driver didn’t even come inside,@120790 We're sorry to hear this. Can you please send us a DM of your email address so we can look into this?,Wed Nov 01 11:30:07 +0000 2017
uber_21995,Uber_Support,21995,"@Uber_Support not impressed ordered &amp; advised to come into reception desk, driver never arrives so no food and then get double charged",@120790 Here to help! Send us a note at https://t.co/nFTc4ODH3P so our team can connect right away.,Wed Nov 01 07:51:37 +0000 2017
